_RAJ2000	_DEJ2000	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst
092.4332917	+23.1134722	 42087	BD+23  1226 	 7827	2173	 29225	06 09 43.99	+23 06 48.5	 5.75	  3	     	Gem
092.9020833	+48.7130556	 42126	BD+48  1352B	 7851	2175	 29388	06 11 36.50	+48 42 47.0	 6.82	 41	     	Aur
092.9025000	+48.7111111	 42127	BD+48  1352A	 7853	2176	      	06 11 36.60	+48 42 40.0	 6.09	 41	     	Aur
091.8817917	-37.2529167	 42167	CD-37  2609 	 7805	2177	 29034	06 07 31.63	-37 15 10.5	 5.00	   	the  	Col
092.6247500	+22.9978889	 42216	BD+23  1232 	 7844	    	 29288	06 10 29.94	+22 59 52.4	 6.88	  4	     	Gem
091.9702917	-42.1540000	 42303	CD-42  2351 	 7816	2181	 29064	06 07 52.87	-42 09 14.4	 5.50	   	pi.02	Col
092.8846250	+24.4203889	 42398	BD+24  1151 	 7872	2185	 29379	06 11 32.31	+24 25 13.4	 5.83	  5	     	Gem
093.0055833	+19.7905833	 42509	BD+19  1253 	 7887	2193	 29433	06 12 01.34	+19 47 26.1	 5.76	 68	     	Ori
091.5390000	-66.0396944	 42525	CP-66   493 	 7813	2194	 28909	06 06 09.36	-66 02 22.9	 5.72	   	eta01	Dor
093.0795833	+22.9085278	 42543	BD+22  1220 	 7896	2197	 29450	06 12 19.10	+22 54 30.7	 6.51	  6	BU   	Gem
093.0136667	+16.1304444	 42545	BD+16  1035 	 7891	2198	 29434	06 12 03.28	+16 07 49.6	 4.95	 69	f01  	Ori
092.9850000	+14.2088056	 42560	BD+14  1187 	 7889	2199	 29426	06 11 56.40	+14 12 31.7	 4.45	 70	ksi  	Ori
093.9187917	+59.9990278	 42633	BD+60   938 	 7949	2201	 29730	06 15 40.51	+59 59 56.5	 5.37	 40	     	Cam
092.5746250	-54.9686667	 42933	CP-54   980 	 7898	2212	 29276	06 10 17.91	-54 58 07.2	 4.72	   	del  	Pic
094.4784583	+61.5153056	 42973	BD+61   869 	 8016	2215	 29919	06 17 54.83	+61 30 55.1	 5.01	  1	     	Lyn
093.7195833	+22.5068333	 42995	BD+22  1241 	 7969	2216	 29655	06 14 52.70	+22 30 24.6	 3.31	  7	eta  	Gem
093.8447500	+29.4987222	 43039	BD+29  1154 	 7981	2219	 29696	06 15 22.74	+29 29 55.4	 4.32	 44	kap  	Aur
093.7122500	+19.1568889	 43042	BD+19  1270 	 7971	2220	 29650	06 14 50.94	+19 09 24.8	 5.20	 71	     	Ori
092.1847500	-68.8434444	 43107	CP-68   474 	 7886	2221	 29134	06 08 44.34	-68 50 36.4	 5.06	   	nu.  	Dor
093.8547083	+16.1431944	 43153	BD+16  1060 	 7987	2223	 29704	06 15 25.13	+16 08 35.5	 5.34	 72	f02  	Ori
093.7139167	 -6.2747222	 43232	BD-06  1469 	 7986	2227	 29651	06 14 51.34	-06 16 29.0	 3.99	  5	gam  	Mon
094.3945000	+46.4239167	 43244	BD+46  1122 	 8037	2228	 29884	06 17 34.68	+46 25 26.1	 6.53	 42	     	Aur
093.9373750	+12.5510833	 43247	BD+12  1081 	 7996	2229	 29736	06 15 44.97	+12 33 03.9	 5.44	 73	     	Ori
094.0793750	+23.9700556	 43261	BD+24  1182 	 8015	2230	 29789	06 16 19.05	+23 58 12.2	 6.09	  8	     	Gem
094.9057917	+59.0109167	 43378	BD+59   959 	 8068	2238	 30060	06 19 37.39	+59 00 39.3	 4.44	  2	     	Lyn
094.5702500	+46.3607500	 43380	BD+46  1124 	 8055	2239	 29949	06 18 16.86	+46 21 38.7	 6.33	 43	     	Aur
094.2446250	+23.7409167	 43384	BD+23  1275 	 8039	2240	 29840	06 16 58.71	+23 44 27.3	 6.24	  9	     	Gem
094.1107083	+12.2717222	 43386	BD+12  1084 	 8033	2241	 29800	06 16 26.57	+12 16 18.2	 5.04	 74	k    	Ori
092.8125833	-65.5896944	 43455	CP-65   561 	 7946	2245	 29353	06 11 15.02	-65 35 22.9	 5.01	   	eta02	Dor
094.2775833	 +9.9425278	 43525	BD+09  1173 	 8051	2247	 29850	06 17 06.62	+09 56 33.1	 5.39	 75	l    	Ori
094.7267917	+23.6033056	 43740	BD+23  1293 	 8092	    	 30003	06 18 54.43	+23 36 11.9	 6.58	 10	     	Gem
095.5337083	+61.7598611	 43749	BD+61   878 	 8140	    	 30278	06 22 08.09	+61 45 35.5	 7.33	  3	     	Lyn
094.3963750	-10.7250000	 43760	BD-10  1455 	 8070	2255	 29885	06 17 35.13	-10 43 30.0	 6.76	  6	     	Mon
094.1380833	-35.1407222	 43785	CD-35  2800 	 8062	2256	 29807	06 16 33.14	-35 08 26.6	 4.37	   	kap  	Col
095.5148333	+59.3721111	 43812	BD+59   964 	 8147	2257	 30272	06 22 03.56	+59 22 19.6	 6.05	  4	     	Lyn
094.8304167	+23.4694167	 43818	BD+23  1300 	 8104	    	 30046	06 19 19.30	+23 28 09.9	 6.91	 11	     	Gem
092.5591667	-74.7525278	 43834	CP-74   374 	 7962	2261	 29271	06 10 14.20	-74 45 09.1	 5.08	   	alf  	Men
094.8438333	+23.2745000	 43836	BD+23  1301 	 8106	    	 30049	06 19 22.52	+23 16 28.2	 6.95	 12	     	Gem
095.4421250	+53.4523889	 43905	BD+53  1008 	 8151	2264	 30247	06 21 46.11	+53 27 08.6	 5.34	 45	     	Aur
094.9283333	 -7.8229167	 44112	BD-07  1373 	 8132	2273	 30073	06 19 42.80	-07 49 22.5	 5.27	  7	     	Mon
095.0782917	-30.0633889	 44402	CD-30  3038 	 8170	2282	 30122	06 20 18.79	-30 03 48.2	 3.02	  1	zet  	CMa
095.7399583	+22.5138611	 44478	BD+22  1304 	 8208	2286	 30343	06 22 57.59	+22 30 49.9	 2.87	 13	mu.  	Gem
096.2245833	+49.2878889	 44537	BD+49  1488 	 8235	2289	 30520	06 24 53.90	+49 17 16.4	 4.92	 46	psi01	Aur
095.6812500	 -2.1950000	 44639	BD-02  1581 	 8213	    	      	06 22 43.50	-02 11 42.0	 9.80	   	V    	Mon
096.6077500	+56.2850556	 44691	BD+56  1125 	 8281	2291	 30651	06 26 25.86	+56 17 06.2	 5.53	   	RR   	Lyn
096.7036667	+58.4174167	 44708	BD+58   927 	 8287	2293	 30679	06 26 48.88	+58 25 02.7	 5.21	  5	     	Lyn
095.6749583	-17.9559167	 44743	BD-17  1467 	 8223	2294	 30324	06 22 41.99	-17 57 21.3	 1.98	  2	bet  	CMa
095.5285417	-33.4362778	 44762	CD-33  2927 	 8214	2296	 30277	06 22 06.85	-33 26 10.6	 3.85	   	del  	Col
095.9420833	 +4.5928333	 44769	BD+04  1236 	 8240	2298	 30419	06 23 46.10	+04 35 34.2	 4.39	  8	eps  	Mon
095.9437500	 +4.5958611	 44770	BD+04  1237 	 8241	2299	 30422	06 23 46.50	+04 35 45.1	 6.72	  8	eps  	Mon
096.3674167	+14.7220000	 44984	BD+14  1283 	 8294	2308	 30564	06 25 28.18	+14 43 19.2	 6.30	   	BL   	Ori
096.3041667	 +7.0857222	 44990	BD+07  1273 	 8291	2310	 30541	06 25 13.00	+07 05 08.6	 6.26	   	T    	Mon
095.7327917	-56.3699167	 45229	CP-56  1072 	 8274	2320	 30342	06 22 55.87	-56 22 11.7	 5.60	   	nu.  	Pic
095.9878750	-52.6957222	 45348	CP-52   914 	 8302	2326	 30438	06 23 57.09	-52 41 44.6	-0.62	   	alf  	Car
096.9440833	+20.7896111	 45352	BD+20  1427 	 8359	    	 30757	06 27 46.58	+20 47 22.6	 6.54	 15	     	Gem
096.9862083	+20.4962778	 45394	BD+20  1428 	 8365	2330	 30769	06 27 56.69	+20 29 46.6	 6.22	 16	     	Gem
097.6964167	+58.1634444	 45410	BD+58   932 	 8416	2331	 31039	06 30 47.14	+58 09 48.4	 5.86	  6	     	Lyn
097.1420417	+30.4930833	 45412	BD+30  1238 	 8371	2332	 30827	06 28 34.09	+30 29 35.1	 5.75	 48	RT   	Aur
096.8073333	 +0.2992778	 45416	BD+00  1426 	 8355	2334	 30717	06 27 13.76	+00 17 57.4	 5.19	 77	     	Ori
096.7536667	 -4.3556389	 45418	BD-04  1514 	 8351	    	 30700	06 27 00.88	-04 21 20.3	 6.50	  9	     	Mon
096.8149583	 -0.2760000	 45433	BD-00  1299 	 8356	2335	 30720	06 27 15.59	-00 16 33.6	 5.55	 78	     	Ori
097.5124167	+46.6855278	 45466	BD+46  1149 	 8411	2338	 30972	06 30 02.98	+46 41 07.9	 5.88	 47	     	Aur
097.2407917	+20.2121667	 45542	BD+20  1441 	 8394	2343	 30883	06 28 57.79	+20 12 43.8	 4.13	 18	nu.  	Gem
096.9898750	 -4.7621389	 45546	BD-04  1526 	 8378	2344	 30772	06 27 57.57	-04 45 43.7	 5.06	 10	     	Mon
096.4319167	-48.1768611	 45572	CD-48  2308 	 8345	2348	 30591	06 25 43.66	-48 10 36.7	 5.76	   	G    	Pup
095.6592917	-69.9841389	 45669	CP-69   607 	 8310	2352	 30321	06 22 38.23	-69 59 02.9	 5.56	   	pi.01	Dor
097.2044583	 -7.0330556	 45725	BD-06  1574 	 8412	2356	 30867	06 28 49.07	-07 01 59.0	 3.76	 11	bet  	Mon
097.2062500	 -7.0344444	 45726	BD-06  1575A	 8413	2357	      	06 28 49.50	-07 02 04.0	 5.40	 11	bet  	Mon
097.2062500	 -7.0344444	 45727	BD-06  1575B	     	2358	      	06 28 49.50	-07 02 04.0	 5.60	 11	bet  	Mon
097.0425833	-32.5801389	 45813	CD-32  3066 	 8410	2361	 30788	06 28 10.22	-32 34 48.5	 4.47	   	lam  	CMa
097.9060000	+15.9035278	 46031	BD+16  1178 	 8462	2371	 31105	06 31 37.44	+15 54 12.7	 6.38	 19	     	Gem
098.1133333	+32.4549444	 46052	BD+32  1324 	 8474	2372	 31173	06 32 27.20	+32 27 17.8	 5.82	   	WW   	Aur
098.6366667	+55.3530278	 46101	BD+55  1093 	 8508	2376	 31359	06 34 32.80	+55 21 10.9	 6.45	  7	     	Lyn
096.3693750	-69.6907778	 46116	CP-69   614 	 8390	2377	 30565	06 25 28.65	-69 41 26.8	 5.37	   	pi.02	Dor
098.0771667	+17.7842778	 46136	BD+17  1286 	 8482	    	 31158	06 32 18.52	+17 47 03.4	 6.26	 20	     	Gem
098.0801250	 +4.8560000	 46241	BD+04  1304 	 8494	2382	 31159	06 32 19.23	+04 51 21.6	 5.88	 12	     	Mon
098.2259583	 +7.3329722	 46300	BD+07  1337 	 8506	2385	 31216	06 32 54.23	+07 19 58.7	 4.47	 13	     	Mon
097.9640417	-23.4184444	 46328	CD-23  3991 	 8496	2387	 31125	06 31 51.37	-23 25 06.4	 4.34	  4	ksi01	CMa
097.3689167	-56.8528333	 46355	CP-56  1095 	 8459	2389	 30932	06 29 28.54	-56 51 10.2	 5.20	 61	     	Pic
099.4235000	+61.4818889	 46480	BD+61   893 	 8582	2394	 31676	06 37 41.64	+61 28 54.8	 5.94	  8	     	Lyn
098.8002500	+28.0223333	 46553	BD+28  1168 	 8557	2398	 31434	06 35 12.06	+28 01 20.4	 5.26	 49	     	Aur
099.4100000	+56.8575000	 46590	BD+56  1136 	 8591	2402	 31665	06 37 38.40	+56 51 27.0	 5.87	 11	     	Lyn
098.6930417	 +7.5725000	 46642	BD+07  1357 	 8558	2404	 31385	06 34 46.33	+07 34 21.0	 6.44	 14	     	Mon
099.1368333	+38.4455556	 46687	BD+38  1539 	 8581	2405	 31579	06 36 32.84	+38 26 44.0	 5.40	   	UU   	Aur
099.0088333	+16.7970833	 46781	BD+16  1210 	 8583	    	 31525	06 36 02.12	+16 47 49.5	 6.73	 23	     	Gem
097.9929583	-58.7538333	 46860	CP-58   722 	 8530	2412	 31137	06 31 58.31	-58 45 13.8	 5.69	   	mu.  	Pic
098.7640833	-22.9648333	 46933	BD-22  1458 	 8577	2414	 31416	06 35 03.38	-22 57 53.4	 4.54	  5	ksi02	CMa
099.6647917	+39.3911111	 47070	BD+39  1690 	 8648	2419	 31771	06 38 39.55	+39 23 28.0	 5.70	 51	     	Aur
099.7049583	+39.9025833	 47100	BD+40  1665 	 8655	2420	 31789	06 38 49.19	+39 54 09.3	 5.34	 52	psi03	Aur
099.4279167	+16.3994167	 47105	BD+16  1223 	 8633	2421	 31681	06 37 42.70	+16 23 57.9	 1.93	 24	gam  	Gem
099.0952500	-18.6599444	 47138	BD-18  1480 	 8614	2423	 31564	06 36 22.86	-18 39 35.8	 5.71	  6	nu.01	CMa
099.5959167	+28.9843889	 47152	BD+29  1293 	 8649	2425	 31737	06 38 23.02	+28 59 03.8	 5.76	 53	     	Aur
099.8326250	+42.4890000	 47174	BD+42  1585 	 8662	2427	 31832	06 39 19.83	+42 29 20.4	 4.80	 50	psi02	Aur
099.1708333	-19.2557222	 47205	BD-19  1502 	 8624	2429	 31592	06 36 41.00	-19 15 20.6	 3.95	  7	nu.02	CMa
098.7441250	-52.9756389	 47306	CP-52   953 	 8604	2435	 31407	06 34 58.59	-52 58 32.3	 4.35	   	N    	Car
099.8880000	+28.2631667	 47395	BD+28  1196 	 8681	2438	 31852	06 39 33.12	+28 15 47.4	 6.02	 54	     	Aur
099.4726250	-18.2374444	 47442	BD-18  1492 	 8660	2443	 31700	06 37 53.43	-18 14 14.8	 4.42	  8	nu.03	CMa
099.4402917	-43.1959167	 47670	CD-43  2576 	 8675	2451	 31685	06 37 45.67	-43 11 45.3	 3.17	   	nu.  	Pup
100.3370833	+28.1966389	 47731	BD+28  1207 	 8719	2453	 32019	06 41 20.90	+28 11 47.9	 6.45	 25	     	Gem
100.2444167	 +9.8957500	 47839	BD+10  1220 	 8720	2456	 31978	06 40 58.66	+09 53 44.7	 4.66	 15	S    	Mon
100.7708750	+44.5245278	 47914	BD+44  1518 	 8751	2459	 32173	06 43 05.01	+44 31 28.3	 5.04	 55	psi04	Aur
099.6567917	-48.2202222	 47973	CD-48  2417 	 8704	2462	 31765	06 38 37.63	-48 13 12.8	 5.05	   	Y    	Pup
100.6013333	+17.6455278	 48097	BD+17  1357 	 8755	2466	 32104	06 42 24.32	+17 38 43.9	 5.20	 26	     	Gem
101.5589583	+59.4416944	 48250	BD+59  1015 	 8805	2470	 32438	06 46 14.15	+59 26 30.1	 4.86	 12	     	Lyn
100.9830417	+25.1311667	 48329	BD+25  1406 	 8786	2473	 32246	06 43 55.93	+25 07 52.2	 3.06	 27	eps  	Gem
101.7062083	+57.1692778	 48432	BD+57  1004 	 8826	2477	 32489	06 46 49.49	+57 10 09.4	 5.34	 13	     	Lyn
100.9970417	+13.2281389	 48433	BD+13  1390 	 8793	2478	 32249	06 43 59.29	+13 13 41.3	 4.49	 30	     	Gem
101.1894167	+28.9710000	 48450	BD+29  1327 	 8799	2480	 32311	06 44 45.46	+28 58 15.6	 5.42	 28	     	Gem
101.6847500	+43.5770278	 48682	BD+43  1595 	 8836	2483	 32480	06 46 44.34	+43 34 37.3	 5.24	 56	psi05	Aur
101.3226250	+12.8960556	 48737	BD+13  1396 	 8823	2484	 32362	06 45 17.43	+12 53 45.8	 3.35	 31	ksi  	Gem
101.9149167	+48.7894722	 48781	BD+48  1436 	 8858	2487	 32562	06 47 39.58	+48 47 22.1	 5.22	 57	psi06	Aur
101.4758333	+12.6935556	 48843	BD+12  1275 	 8834	2489	 32404	06 45 54.20	+12 41 36.8	 6.47	 32	     	Gem
102.7378750	+67.5719167	 48879	BD+67   454 	 8902	2490	 32864	06 50 57.09	+67 34 18.9	 5.14	 42	     	Cam
101.2885417	-16.7131389	 48915	BD-16  1591 	 8833	2491	 32349	06 45 09.25	-16 42 47.3	-1.44	  9	alf  	CMa
101.1186250	-31.0705278	 48917	CD-30  3484 	 8827	2492	 32292	06 44 28.47	-31 04 13.9	 5.23	 10	     	CMa
101.6350833	 +8.5871667	 48977	BD+08  1486 	 8856	2494	 32463	06 46 32.42	+08 35 13.8	 5.92	 16	     	Mon
101.8326667	 +8.0372778	 49161	BD+08  1496 	 8880	2503	 32533	06 47 19.84	+08 02 14.2	 4.77	 17	     	Mon
101.7128750	-14.4260000	 49229	BD-14  1584 	 8879	2504	 32492	06 46 51.09	-14 25 33.6	 5.28	 11	     	CMa
101.9652500	 +2.4121944	 49293	BD+02  1397 	 8892	2506	 32578	06 47 51.66	+02 24 43.9	 4.48	 18	     	Mon
101.7562083	-21.0154167	 49333	BD-20  1576 	 8884	2509	 32504	06 47 01.49	-21 00 55.5	 6.07	 12	     	CMa
103.4260000	+68.8883056	 49340	BD+69   394 	 8957	2511	 33104	06 53 42.24	+68 53 17.9	 5.11	 43	     	Cam
102.6915000	+41.7815556	 49520	BD+41  1536 	 8931	2516	 32844	06 50 45.96	+41 46 53.6	 4.99	 58	psi07	Aur
101.8392083	-37.9296667	 49591	CD-37  3080 	 8899	2518	 32537	06 47 21.41	-37 55 46.8	 5.27	   	x    	Pup
102.4577083	+16.2029167	 49606	BD+16  1298 	 8927	2519	 32753	06 49 49.85	+16 12 10.5	 5.87	 33	     	Gem
103.2710833	+59.4486667	 49618	BD+59  1028A	 8968	2520	 33048	06 53 05.06	+59 26 55.2	 5.34	 14	     	Lyn
103.4000000	+59.4069444	 49619	BD+59  1028B	     	    	      	06 53 36.00	+59 24 25.0	11.10	 14	     	Lyn
102.6062500	+13.4131944	 49738	BD+13  1434 	 8938	2525	 32814	06 50 25.50	+13 24 47.5	 5.68	 35	     	Gem
101.8279583	-55.5400556	 49877	CP-55  1063 	 8912	2526	 32531	06 47 18.71	-55 32 24.2	 5.60	   	O    	Car
102.8877083	+21.7612222	 49908	BD+21  1405 	 8965	2529	 32921	06 51 33.05	+21 45 40.4	 5.28	 36	d    	Gem
102.4602917	-32.5085000	 50013	CD-32  3404 	 8946	2538	 32759	06 49 50.47	-32 30 30.6	 3.50	 13	kap  	CMa
103.2558750	+38.8691389	 50018	BD+39  1771 	 8993	2539	 33041	06 53 01.41	+38 52 08.9	 6.10	 59	     	Aur
103.1972500	+33.9613611	 50019	BD+34  1481 	 8989	2540	 33018	06 52 47.34	+33 57 40.9	 3.60	 34	the  	Gem
103.3057083	+38.4384444	 50037	BD+38  1636 	 8997	2541	 33064	06 53 13.37	+38 26 18.4	 6.32	 60	     	Aur
103.4877917	+38.5050833	 50204	BD+38  1638 	 9012	2547	 33133	06 53 57.07	+38 30 18.3	 6.46	 61	psi08	Aur
102.4775833	-46.6154722	 50223	CD-46  2703 	 8960	2548	 32765	06 49 54.62	-46 36 55.7	 5.14	   	X    	Pup
102.0480833	-61.9419722	 50241	CP-61   720 	 8941	2550	 32607	06 48 11.54	-61 56 31.1	 3.24	   	alf  	Pic
102.4839167	-50.6143889	 50310	CD-50  2415 	 8969	2553	 32768	06 49 56.14	-50 36 51.8	 2.94	   	tau  	Pup
102.4638333	-53.6225000	 50337	CP-53  1168 	 8972	2554	 32761	06 49 51.32	-53 37 21.0	 4.41	   	A    	Car
100.0121250	-80.8137222	 50506	CP-80   196 	 8869	2559	 31897	06 40 02.91	-80 48 49.4	 5.61	   	zet  	Men
104.3191667	+58.4230556	 50522	BD+58   982 	 9082	2560	 33449	06 57 16.60	+58 25 23.0	 4.35	 15	     	Lyn
103.6607917	+13.1780278	 50635	BD+13  1462 	 9049	2564	 33202	06 54 38.59	+13 10 40.9	 4.73	 38	e    	Gem
104.1335833	+46.2740000	 50658	BD+46  1203 	 9075	2568	 33377	06 56 32.06	+46 16 26.4	 5.85	   	psi09	Aur
103.8278750	+25.3756389	 50692	BD+25  1496 	 9064	2569	 33277	06 55 18.69	+25 22 32.3	 5.74	 37	     	Gem
103.3871250	-20.2242500	 50707	BD-20  1616 	 9034	2571	 33092	06 53 32.91	-20 13 27.3	 4.82	 15	     	CMa
103.5478333	-12.0385833	 50778	BD-11  1681 	 9051	2574	 33160	06 54 11.48	-12 02 18.9	 4.08	 14	the  	CMa
103.5331250	-24.1842222	 50877	CD-24  4567 	 9059	2580	 33152	06 54 07.95	-24 11 03.2	 3.89	 16	omi01	CMa
104.4046667	+45.0941111	 50973	BD+45  1367 	 9113	2585	 33485	06 57 37.12	+45 05 38.8	 4.90	 16	     	Lyn
103.7614167	-20.4048611	 51055	BD-20  1624 	 9078	2588	 33248	06 55 02.74	-20 24 17.5	 5.80	 17	     	CMa
103.9058333	-20.1365833	 51199	BD-19  1610 	 9096	2590	 33302	06 55 37.40	-20 08 11.7	 4.66	 19	pi.  	CMa
104.0277083	-14.0434444	 51250	BD-13  1741 	 9103	2593	 33345	06 56 06.65	-14 02 36.4	 5.00	 18	mu.  	CMa
104.0342917	-17.0542500	 51309	BD-16  1661 	 9107	2596	 33347	06 56 08.23	-17 03 15.3	 4.36	 20	iot  	CMa
104.7620000	+38.0526111	 51440	BD+38  1656 	 9151	2600	 33614	06 59 02.88	+38 03 09.4	 6.02	 62	     	Aur
104.6980000	+26.0808611	 51530	BD+26  1405 	 9153	2601	 33595	06 58 47.52	+26 04 51.1	 6.20	 39	     	Gem
102.8624167	-70.9634722	 51557	CP-70   572 	 9057	2602	 32912	06 51 26.98	-70 57 48.5	 5.41	   	iot  	Vol
104.8664167	+25.9141944	 51688	BD+26  1411 	 9176	2605	 33650	06 59 27.94	+25 54 51.1	 6.40	 40	     	Gem
105.0659167	+16.0790000	 52005	BD+16  1354 	 9200	2615	 33715	07 00 15.82	+16 04 44.4	 5.73	 41	     	Gem
104.6564583	-28.9720833	 52089	CD-28  3666 	 9188	2618	 33579	06 58 37.55	-28 58 19.5	 1.50	 21	eps  	CMa
104.6046250	-34.1117222	 52092	CD-33  3389 	 9184	2619	 33558	06 58 25.11	-34 06 42.2	 5.07	   	t    	Pup
105.6032500	+24.2154444	 52497	BD+24  1502 	 9263	2630	 33927	07 02 24.78	+24 12 55.6	 5.20	 42	ome  	Gem
105.4297917	-27.9348333	 52877	CD-27  3544 	 9276	2646	 33856	07 01 43.15	-27 56 05.4	 3.49	 22	sig  	CMa
105.7282500	 -4.2392500	 52918	BD-04  1788 	 9293	2648	 33971	07 02 54.78	-04 14 21.3	 4.99	 19	     	Mon
106.0272500	+20.5703056	 52973	BD+20  1687 	 9313	2650	 34088	07 04 06.54	+20 34 13.1	 4.01	 43	zet  	Gem
105.2146250	-51.4026389	 53047	CD-51  2224 	 9273	2652	 33779	07 00 51.51	-51 24 09.5	 5.14	 23	     	Car
105.7561250	-23.8333056	 53138	CD-23  4797 	 9307	2653	 33977	07 03 01.47	-23 49 59.9	 3.02	 24	omi02	CMa
105.9395417	-15.6332500	 53244	BD-15  1625 	 9320	2657	 34045	07 03 45.49	-15 37 59.7	 4.11	 23	gam  	CMa
106.3265417	+22.6374722	 53257	BD+22  1566 	 9337	2659	 34182	07 05 18.37	+22 38 14.9	 6.00	 44	     	Gem
107.4074167	+60.7921944	 53633	BD+61   938 	 9411	    	 34572	07 09 37.78	+60 47 31.9	 6.64	 17	     	Lyn
106.0117083	-42.3374444	 53704	CD-42  2929 	 9342	2666	 34081	07 04 02.81	-42 20 14.8	 5.20	   	C    	Pup
106.8391667	+22.7036111	 53791	BD+22  1577 	 9390	2671	      	07 07 21.40	+22 42 13.0	 7.68	   	R    	Gem
105.9735833	-49.5842500	 53811	CD-49  2587 	 9348	2672	 34059	07 03 53.66	-49 35 03.3	 4.92	   	H    	Pup
107.0918333	+15.9309167	 54131	BD+16  1397 	 9421	2684	 34440	07 08 22.04	+15 55 51.3	 5.47	 45	     	Gem
104.1436667	-79.4201944	 54239	CP-79   238 	 9278	2689	 33384	06 56 34.48	-79 25 12.7	 5.45	   	the  	Men
106.7795417	-40.8933056	 54475	CD-40  2930 	 9419	2691	 34339	07 07 07.09	-40 53 35.9	 5.80	   	D    	Pup
107.0978750	-26.3931944	 54605	CD-26  3916 	 9443	2693	 34444	07 08 23.49	-26 23 35.5	 1.83	 25	del  	CMa
107.9137083	+39.3205556	 54716	BD+39  1882 	 9490	2696	 34752	07 11 39.29	+39 19 14.0	 4.91	 63	     	Aur
107.7849583	+30.2452778	 54719	BD+30  1439 	 9484	2697	 34693	07 11 08.39	+30 14 43.0	 4.41	 46	tau  	Gem
107.8461667	+26.8566667	 54801	BD+27  1327 	 9493	2700	 34722	07 11 23.08	+26 51 24.0	 5.75	 47	     	Gem
107.5570000	 -4.2376389	 54810	BD-04  1840 	 9477	2701	 34622	07 10 13.68	-04 14 15.5	 4.91	 20	     	Mon
107.2128333	-39.6556667	 54893	CD-39  3105 	 9463	2702	 34495	07 08 51.08	-39 39 20.4	 4.83	   	A    	Pup
108.1099583	+24.1286944	 55052	BD+24  1558 	 9521	2706	 34819	07 12 26.39	+24 07 43.3	 5.85	 48	     	Gem
107.8484583	 -0.3019167	 55057	BD-00  1634 	 9505	2707	 34724	07 11 23.63	-00 18 06.9	 5.44	 21	     	Mon
108.2057500	+25.7486389	 55156	BD+25  1609 	 9534	    	 34861	07 12 49.38	+25 44 55.1	 7.06	 49	     	Gem
107.9660833	 -0.4927778	 55185	BD-00  1636 	 9518	2714	 34769	07 11 51.86	-00 29 34.0	 4.15	 22	del  	Mon
108.9792500	+59.6380833	 55280	BD+59  1065 	 9581	2715	 35146	07 15 55.02	+59 38 17.1	 5.20	 18	     	Lyn
108.3427917	+16.1590556	 55383	BD+16  1417 	 9551	2717	 34909	07 13 22.27	+16 09 32.6	 5.07	 51	     	Gem
108.0509167	-25.9426111	 55522	CD-25  4191 	 9545	2718	 34798	07 12 12.22	-25 56 33.4	 5.91	 26	     	CMa
108.6747500	+24.8851944	 55621	BD+25  1618 	 9585	2725	 35025	07 14 41.94	+24 53 06.7	 5.84	 52	     	Gem
108.0659167	-40.4987778	 55719	CD-40  2987 	 9554	2727	 34802	07 12 15.82	-40 29 55.6	 5.30	   	E    	Pup
107.1764167	-70.4973333	 55864	CP-70   600B	 9513	2735	 34473	07 08 42.34	-70 29 50.4	 5.68	   	gam01	Vol
107.1867500	-70.4991944	 55865	CP-70   600A	 9514	2736	 34481	07 08 44.82	-70 29 57.1	 3.78	   	gam02	Vol
108.9882500	+27.8974167	 55870	BD+28  1350 	 9627	2738	 35152	07 15 57.18	+27 53 50.7	 5.75	 53	     	Gem
108.1405833	-46.7595556	 55892	CD-46  2977 	 9569	2740	 34834	07 12 33.74	-46 45 34.4	 4.49	   	I    	Pup
112.7686667	+82.4115556	 55966	BD+82   201 	 9851	2742	 36547	07 31 04.48	+82 24 41.6	 4.92	   	VZ   	Cam
108.8308750	 -0.1613056	 56003	BD+00  1871 	 9622	2744	 35080	07 15 19.41	-00 09 40.7	 6.42	 24	     	Mon
108.5634167	-26.3525278	 56014	CD-26  4057 	 9608	2745	 34981	07 14 15.22	-26 21 09.1	 4.42	 27	     	CMa
108.3057083	-45.1825278	 56022	CD-44  3223 	 9591	2746	 34899	07 13 13.37	-45 10 57.1	 4.87	   	L01  	Pup
108.3842917	-44.6405278	 56096	CD-44  3227 	 9604	2748	 34922	07 13 32.23	-44 38 25.9	 4.42	   	L02  	Pup
108.7027500	-26.7726944	 56139	CD-26  4073 	 9625	2749	 35037	07 14 48.66	-26 46 21.7	 4.01	 28	ome  	CMa
109.5092500	+40.8833611	 56221	BD+41  1630 	 9677	2753	 35341	07 18 02.22	+40 53 00.1	 5.87	 64	     	Aur
109.5233750	+16.5404722	 56537	BD+16  1443 	 9701	2763	 35350	07 18 05.61	+16 32 25.7	 3.58	 54	lam  	Gem
109.1535000	-23.3156111	 56577	CD-23  5189 	 9675	2764	 35210	07 16 36.84	-23 18 56.2	 4.83	145	     	CMa
110.5716250	+59.9019722	 56820	BD+60  1048 	 9775	2772	 35735	07 22 17.19	+59 54 07.1	 6.36	 47	     	Cam
109.2856667	-37.0975000	 56855	CD-36  3489 	 9706	2773	 35264	07 17 08.56	-37 05 51.0	 2.71	   	pi.  	Pup
