HR	Name	HD	RA	DEC	mag	Type
8108	          	201852	21 13 18.9	-36 25 26	5.96	  K0III
8109	          	201888	21 09 28.9	+63 17 44	6.54	  B7III
8110	          	201901	21 13 17.3	-27 37 10	5.42	  K5III
8111	          	201906	21 18 16.1	-75 20 48	6.63	  A1V
8112	          	201908	21 05 29.3	+78 07 35	5.91	  B8Vn
8113	          	202012	21 09 32.0	+68 29 25	7.33	  M7IIIe
8114	          	202103	21 15 45.9	-53 15 47	5.75	  A6IV
8115	 64Zet Cyg	202109	21 12 56.2	+30 13 37	3.2	  G8+III-IIIaBa0.6
8116	          	202128	21 13 28.8	+15 58 57	6.27	  A7Vn
8117	          	202135	21 15 14.7	-40 30 23	6.21	  K2III
8118	          	202149	21 14 16.7	-10 36 19	6.77	  B9pHgMn
8119	          	202214	21 11 48.2	+59 59 11	5.64	  B0II
8120	          	202240	21 13 26.3	+36 38 01	6.05	  F0III
8121	          	202259	21 14 37.0	+00 05 32	6.38	  M1III
8122	          	202261	21 15 06.6	-17 20 42	6.04	  G5
8123	  7Del Equ	202275	21 14 28.9	+10 00 25	4.49	  F5V+G0V
8124	          	202287	21 15 46.8	-36 12 39	6.12	  K3III
8125	          	202299	21 18 00.3	-64 40 54	6.31	  B8V
8126	          	202314	21 14 10.3	+29 54 04	6.17	  G6Ib-IIaCa1Ba0.3
8127	 28Phi Cap	202320	21 15 37.9	-20 39 06	5.24	 gG9
8128	 29    Cap	202369	21 15 44.9	-15 10 17	5.28	  M3III
8129	          	202418	21 32 04.2	-84 48 36	6.45	  K3III
8130	 65Tau Cyg	202444	21 14 47.5	+38 02 44	3.72	  F2IV
8131	  8Alp Equ	202447	21 15 49.4	+05 14 52	3.92	  G0III+A5V
8132	          	202554	21 16 39.6	-01 36 28	6.48	  K0
8133	          	202582	21 13 42.6	+64 24 14	6.39	  G2IV+G2IV
8134	          	202606	21 17 13.5	-13 16 44	6.4	  A2V
8135	   Eps Mic	202627	21 17 56.3	-32 10 21	4.71	  A1V
8136	          	202654	21 15 36.8	+47 58 25	6.46	  B4IV
8137	 30    Cap	202671	21 17 57.3	-17 59 07	5.43	  B8III
8138	          	202720	21 16 29.6	+42 15 05	6.43	  K2
8139	 31    Cap	202723	21 18 15.7	-17 27 44	7.05	  F2V
8140	   The Ind	202730	21 19 52.0	-53 26 59	4.39	  A5V
8141	 15    Aqr	202753	21 18 11.1	-04 31 10	5.82	  B5V
8142	          	202773	21 18 54.4	-28 45 56	6.4	  G8IV
8143	 67Sig Cyg	202850	21 17 25.0	+39 23 41	4.23	  B9Iab
8144	          	202862	21 17 23.2	+42 41 00	6.19	  B7Vn
8145	          	202874	21 20 09.5	-45 01 20	6	  C5II
8146	 66Ups Cyg	202904	21 17 55.1	+34 53 49	4.43	  B2Vne
8147	          	202923	21 17 02.0	+53 59 51	6.13	  A1V
8148	          	202940	21 19 45.8	-26 21 11	6.56	  G5V
8149	          	202951	21 18 52.0	+11 12 12	5.96	  K5III
8150	          	202987	21 17 14.3	+55 47 53	5.98	  K3III
8151	   The1Mic	203006	21 20 45.6	-40 48 35	4.82	  ApCrEuSr
8152	          	203010	21 21 16.4	-49 56 16	6.38	  K3III
8153	          	203025	21 17 18.8	+58 36 42	6.42	  B2IIIe
8154	 68    Cyg	203064	21 18 27.2	+43 56 45	5	  O7.5III:n((f))
8155	          	203096	21 18 55.3	+41 02 27	6.15	  A5IV
8156	          	203133	21 24 16.7	-69 44 03	6.41	  C5II
8157	          	203156	21 19 22.2	+38 14 15	5.83	  F1II
8158	          	203206	21 20 14.0	+22 01 35	6.29	  B6IV
8159	          	203212	21 25 18.1	-71 47 58	6.09	  K2III
8160	 16    Aqr	203222	21 21 04.3	-04 33 36	5.87	 gG7
8161	          	203245	21 19 28.8	+49 30 37	5.76	  B6V
8162	  5Alp Cep	203280	21 18 34.8	+62 35 08	2.44	  A7V
8163	  9    Equ	203291	21 21 04.8	+07 21 16	5.82	  M2IIIa
8164	          	203338	21 19 15.8	+58 37 25	5.66	  M1Ibep+B2pe+B3V
8165	          	203344	21 21 04.4	+23 51 21	5.57	  K1III
8166	          	203358	21 20 50.1	+32 27 10	5.68	  G8IV
8167	 32Iot Cap	203387	21 22 14.8	-16 50 04	4.28	  G7IIIFe-1.5
8168	          	203399	21 15 42.2	+77 00 44	5.95	  K5III
8169	          	203439	21 21 22.0	+32 36 46	6.04	  A1V
8170	          	203454	21 21 01.4	+40 20 44	6.4	  F8V
8171	  6    Cep	203467	21 19 22.2	+64 52 19	5.18	  B3IVe
8172	          	203475	21 23 00.5	-22 40 08	5.6	  M1III
8173	  1    Peg	203504	21 22 05.2	+19 48 16	4.08	  K1III
8174	          	203501	21 13 21.5	+81 13 51	6.15	  A3IV
8175	 17    Aqr	203525	21 22 56.3	-09 19 10	5.99	  M0III
8176	          	203532	21 33 54.4	-82 40 59	6.38	  B3IV
8177	          	203548	21 24 20.8	-46 36 54	6.31	  A7mSr:
8178	 10Bet Equ	203562	21 22 53.6	+06 48 40	5.16	  A3V
8179	          	203574	21 20 33.5	+60 45 25	6.11	  G5III
8180	   The2Mic	203585	21 24 24.8	-41 00 24	5.77	  A0IIIpSi
8181	   Gam Pav	203608	21 26 26.6	-65 21 58	4.22	  F6V
8182	          	203630	21 22 41.9	+30 18 35	6.05	  K1III
8183	 33    Cap	203638	21 24 09.6	-20 51 07	5.41	  K0III
8184	          	203639	21 24 07.9	-22 44 49	6.38	 gK0
8185	          	203644	21 22 00.4	+49 23 20	5.69	  K0III
8186	          	203696	21 22 46.9	+38 38 03	6.63	  A1V
8187	 18    Aqr	203705	21 24 11.5	-12 52 41	5.49	  F1V
8188	   Gam Ind	203760	21 26 15.4	-54 39 38	6.12	  F1III
8189	          	203784	21 23 23.0	+37 24 24	6.58	  F6II-III
8190	          	203803	21 23 58.8	+24 16 27	5.71	  F1IV
8191	          	203842	21 24 24.6	+10 10 27	6.35	  F5III
8192	 20    Aqr	203843	21 24 51.7	-03 23 54	6.36	  F0III
8193	          	203857	21 23 48.3	+37 21 05	6.47	  K5
8194	          	203858	21 24 07.4	+25 18 44	6.15	  A2V
8195	 19    Aqr	203875	21 25 13.1	-09 44 55	5.7	  F0IV
8196	          	203881	21 28 44.9	-69 30 19	5.34	  M5III
8197	          	203886	21 24 23.1	+24 31 44	6.32	  K0III
8198	          	203925	21 24 34.0	+26 10 28	5.68	  A8III
8199	 21    Aqr	203926	21 25 17.0	-03 33 24	5.49	  K4III
8200	          	203949	21 26 22.9	-37 49 46	5.63	  K2III
8201	          	203955	21 33 20.6	-80 02 21	6.47	  A0V
8202	          	204018	21 27 01.6	-42 32 52	5.51	  Am
8203	          	204041	21 25 51.5	+00 32 04	6.46	  A1IV
8204	 34Zet Cap	204075	21 26 40.0	-22 24 41	3.74	  G4Ib
8205	          	204121	21 26 28.1	+01 06 12	6.13	  F5V
8206	          	204131	21 24 55.5	+49 19 24	6.58	  B9pSi:Cr:Sr:
8207	 35    Cap	204139	21 27 14.8	-21 11 46	5.78	  K5III
8208	          	204153	21 25 19.6	+46 42 52	5.6	  F0V
8209	 69    Cyg	204172	21 25 47.0	+36 40 03	5.94	  B0Ib
8210	          	204188	21 26 26.7	+19 22 32	6.07	  A8m
8211	          	204228	21 29 00.3	-53 42 21	6.39	  K2IIICNIb
8212	          	204363	21 28 13.9	-11 34 06	6.61	  F3V
8213	 36    Cap	204381	21 28 43.4	-21 48 26	4.51	  G5III
8214	  5    PsA	204394	21 29 03.8	-31 14 19	6.5	  A0
8215	 70    Cyg	204403	21 27 21.4	+37 07 00	5.31	  B3V
8216	          	204411	21 26 51.6	+48 50 06	5.31	  A6pCrEu:
8217	 35    Vul	204414	21 27 40.1	+27 36 31	5.41	  A1V
8218	          	204428	21 26 45.0	+52 53 55	6.03	  B6V
8219	          	204445	21 28 24.8	+08 11 44	6.4	  M1
8220	          	204485	21 28 08.3	+32 13 31	5.8	  F0V
8221	          	204560	21 28 59.9	+17 54 21	6.44	  K5
8222	          	204577	21 29 59.6	-19 08 52	6.57	  F0V
8223	          	204585	21 28 59.9	+22 10 46	5.93	  M4.5III-IIIa
8224	          	204599	21 27 25.3	+59 45 00	6.1	  M3IIIaBa0.2
8225	  2    Peg	204724	21 29 56.9	+23 38 20	4.57	  M1+III
8226	          	204754	21 28 52.7	+55 25 07	6.12	  B8III
8227	  7    Cep	204770	21 27 46.1	+66 48 33	5.44	  B7V
8228	 71    Cyg	204771	21 29 27.0	+46 32 26	5.24	  K0-III
8229	   Xi  Gru	204783	21 32 05.9	-41 10 45	5.29	  K0III
8230	  6    PsA	204854	21 32 14.6	-33 56 41	5.97	  A2IV
8231	          	204862	21 31 09.6	+12 08 15	6.08	  B9.5V
8232	 22Bet Aqr	204867	21 31 33.5	-05 34 16	2.91	  G0Ib
8233	          	204873	21 33 17.7	-52 44 15	6.41	  K4III
8234	          	204904	21 38 56.2	-79 26 33	6.18	  F4IV
8235	          	204943	21 32 33.3	-24 35 26	6.43	  A7V
8236	          	204960	21 33 23.5	-44 50 55	5.57	  K1III
8237	          	204965	21 30 20.4	+52 57 29	6.02	  A2Vp
8238	  8Bet Cep	205021	21 28 39.6	+70 33 39	3.23	  B1IV
8239	          	205072	21 24 49.7	+80 31 29	5.97	 gG6
8240	          	205087	21 32 27.1	+23 23 40	6.7	  B9pSiSrCr
8241	          	205096	21 34 17.0	-42 55 30	6.32	  K1IIICNII
8242	          	205114	21 31 27.5	+52 37 12	6.16	  G2Ib+B9V
8243	          	205139	21 30 59.3	+60 27 34	5.53	  B1II
8244	          	205265	21 34 53.0	-29 41 46	6.41	  B8III
8245	 37    Cap	205289	21 34 51.0	-20 05 04	5.69	  F1V
8246	          	205314	21 32 56.6	+49 58 40	5.75	  A0V
8247	          	205342	21 35 15.9	-23 27 15	6.4	 gG7
8248	          	205349	21 33 17.9	+45 51 15	6.25	  K1Ib
8249	          	205417	21 38 02.9	-64 49 27	6.2	  A0-1IV
8250	          	205420	21 34 34.0	+22 45 17	6.47	  F7V
8251	          	205423	21 35 17.6	-03 58 59	5.77	 gG9
8252	 73Rho Cyg	205435	21 33 58.9	+45 35 31	4.02	  G8IIIFe-0.5
8253	  8    PsA	205471	21 36 11.0	-26 10 17	5.73	  A7/8IV
8254	   Nu  Oct	205478	21 41 28.5	-77 23 24	3.76	  K0III
8255	 72    Cyg	205512	21 34 46.6	+38 32 03	4.9	  K0.5III
8256	  7    PsA	205529	21 36 48.9	-33 02 53	6.11	  A7Vn
8257	          	205539	21 35 19.0	+28 11 50	6.31	  F0IV
8258	          	205541	21 35 27.0	+24 27 08	6.11	  A4V
8259	          	205551	21 34 27.5	+51 41 54	6.15	  B9IIIe
8260	 39Eps Cap	205637	21 37 04.8	-19 27 58	4.68	  B2.5Vpe
8261	          	205688	21 36 13.9	+30 03 20	6.36	  G8III-IV
8262	          	205730	21 36 02.4	+45 22 29	5.53	  M5IIIae
8263	          	205765	21 37 33.8	-00 23 25	6.25	  A2V
8264	 23Xi  Aqr	205767	21 37 45.1	-07 51 15	4.69	  A7V
8265	  3    Peg	205811	21 37 43.7	+06 37 06	6.18	  A2V
8266	 74    Cyg	205835	21 36 57.0	+40 24 49	5.01	  A5V
8267	  5    Peg	205852	21 37 45.4	+19 19 07	5.45	  F1IV
8268	          	205872	21 39 06.1	-33 40 45	6.28	  G8IV
8269	          	205877	21 39 59.7	-52 21 33	6.21	  F7III
8270	  4    Peg	205924	21 38 31.9	+05 46 18	5.67	  A9IV-Vn
8271	          	205935	21 40 33.6	-55 44 15	6.33	  K0II-III
8272	          	205939	21 37 27.9	+44 41 48	6.2	  A7III
8273	          	206005	21 39 28.1	-10 34 37	6.08	  K0
8274	          	206027	21 38 45.0	+25 29 56	6.16	  G9III
8275	          	206040	21 37 38.7	+54 02 32	6.15	  K1III
8276	          	206043	21 39 01.1	+20 15 55	5.85	  F2V
8277	 25    Aqr	206067	21 39 33.3	+02 14 37	5.1	  K0III
8278	 40Gam Cap	206088	21 40 05.5	-16 39 44	3.68	  F0p
8279	  9    Cep	206165	21 37 55.2	+62 04 55	4.73	  B2Ib
8280	   Lam Oct	206240	21 50 54.3	-82 43 09	5.29	  G8-K0III
8281	          	206267	21 38 57.6	+57 29 21	5.62	  O6.5V((f))
8282	          	206291	21 41 46.1	-25 06 07	6.49	  K0
8283	 42    Cap	206301	21 41 32.9	-14 02 51	5.18	  G1V+G0V
8284	 75    Cyg	206330	21 40 11.1	+43 16 26	5.11	  M1IIIab
8285	 41    Cap	206356	21 42 00.8	-23 15 46	5.24	  G9III
8286	          	206399	21 45 28.8	-71 00 32	6.01	  B8IV
8287	 26    Aqr	206445	21 42 10.1	+01 17 07	5.67	  K2III
8288	 43Kap Cap	206453	21 42 39.5	-18 51 59	4.73	  G8III
8289	  7    Peg	206487	21 42 15.5	+05 40 48	5.3	  M2IIIab
8290	          	206509	21 40 43.3	+54 52 20	6.2	  K0III
8291	 76    Cyg	206538	21 41 34.3	+40 48 19	6.11	  A2V
8292	          	206540	21 42 33.0	+10 49 29	6.09	  B5IV
8293	          	206546	21 43 13.5	-19 37 15	6.22	  A3m
8294	          	206553	22 45 28.6	-88 49 06	6.57	  F0IV-V
8295	 44    Cap	206561	21 43 04.4	-14 23 59	5.88	  F0IV
8296	 NOVA 1876	      	          	         	     	
8297	          	206570	21 42 01.1	+35 30 37	6.07	  C6.3
8298	          	206632	21 42 08.4	+45 45 57	6.17	  M4III:
8299	          	206642	21 44 29.5	-38 33 09	6.3	  G5III
8300	 77    Cyg	206644	21 42 22.9	+41 04 38	5.69	  A0V
8301	 80Pi 1Cyg	206672	21 42 05.7	+51 11 23	4.67	  B3IV
8302	 45    Cap	206677	21 44 01.0	-14 44 58	5.99	  F0V
8303	          	206690	21 45 19.0	-49 29 55	6.45	  K1III
8304	          	206731	21 42 38.9	+49 36 01	6.09	  G8II
8305	  9Iot PsA	206742	21 44 56.8	-33 01 33	4.34	  A0V
8306	          	206749	21 43 06.4	+41 09 18	5.49	  M2IIIab
8307	 79    Cyg	206774	21 43 25.7	+38 17 02	5.65	  A0V
8308	  8Eps Peg	206778	21 44 11.2	+09 52 30	2.39	  K2Ib
8309	 78Mu 1Cyg	206826	21 44 08.6	+28 44 34	4.73	  F6V
8310	 78Mu 2Cyg	206827	21 44 08.3	+28 44 35	6.08	  G2V
8311	 46    Cap	206834	21 45 00.3	-09 04 57	5.09	  G8II-III
8312	          	206842	21 42 45.4	+59 16 16	6.08	  K1III
8313	  9    Peg	206859	21 44 30.7	+17 21 00	4.34	  G5Ib
8314	          	206860	21 44 31.3	+14 46 19	5.94	  G0V
8315	 10Kap Peg	206901	21 44 38.7	+25 38 42	4.13	  F5IV
8316	   Mu  Cep	206936	21 43 30.4	+58 46 48	4.08	  M2-Ia
8317	 11    Cep	206952	21 41 55.3	+71 18 41	4.56	  K1III
8318	 47    Cap	207005	21 46 16.3	-09 16 33	6	  M3III
8319	 48Lam Cap	207052	21 46 32.1	-11 21 57	5.58	  A1V
8320	          	207088	21 45 44.5	+35 51 26	6.4	  G8III
8321	 12    Peg	207089	21 46 04.4	+22 56 56	5.29	  K0IbHdel 0.5
8322	 49Del Cap	207098	21 47 02.4	-16 07 38	2.87	  Am
8323	          	207129	21 48 15.8	-47 18 13	5.58	  G0V
8324	          	207130	21 43 04.0	+72 19 13	5.17	  K0III
8325	          	207134	21 46 24.0	+25 33 48	6.28	  K3III:
8326	 10The PsA	207155	21 47 44.2	-30 53 54	5.01	  A2V
8327	          	207198	21 44 53.3	+62 27 38	5.95	  O9Ib-II
8328	 11    Peg	207203	21 47 14.0	+02 41 10	5.64	  A1V
8329	          	207218	21 46 16.6	+43 03 39	6.54	  G0:III+A4V
8330	          	207223	21 47 04.7	+17 11 39	6.21	  F3V
8331	          	207229	21 50 00.1	-64 42 45	5.62	  K0III
8332	          	207235	21 47 38.1	-05 55 02	6.17	  A7V
8333	   Omi Ind	207241	21 50 47.1	-69 37 46	5.53	  K2-3III
8334	 10Nu  Cep	207260	21 45 26.9	+61 07 15	4.29	  A2Ia
8335	 81Pi 2Cyg	207330	21 46 47.6	+49 18 34	4.23	  B3III
8336	          	207446	21 48 08.3	+36 34 50	6.47	  K5
8337	          	207503	21 49 41.1	-12 43 23	6.31	  A3m
8338	          	207516	21 48 29.4	+38 38 55	6.12	  B8V
8339	 12    Cep	207528	21 47 25.3	+60 41 34	5.52	  M1IIIb
8340	          	207552	21 50 13.1	-16 50 41	6.38	  K0
8341	          	207563	21 49 26.9	+20 27 45	6.29	  B2V
8342	          	207636	21 47 01.0	+70 09 03	6.29	  A0V
8343	 14    Peg	207650	21 49 50.7	+30 10 27	5.04	  A1V s
8344	 13    Peg	207652	21 50 08.7	+17 17 08	5.29	  F2III-IV
8345	          	207673	21 49 40.1	+41 08 56	6.48	  A2Ib
8346	          	207760	21 51 41.8	-18 37 23	6.16	  F0III
8347	          	207780	21 49 19.0	+61 16 22	6.17	  M1II-III
8348	          	207840	21 51 34.2	+19 49 36	5.77	  B8III
8349	          	207857	21 51 04.9	+39 32 12	6.17	  B9pHgMn
8350	          	207932	21 52 18.2	+21 16 23	6.89	  M4III
8351	 51Mu  Cap	207958	21 53 17.8	-13 33 06	5.08	  F1III
8352	          	207964	21 55 11.5	-61 53 11	5.9	  F1III
8353	   Gam Gru	207971	21 53 55.7	-37 21 54	3.01	  B8III
8354	 15    Peg	207978	21 52 29.9	+28 47 36	5.53	  F6IV-V vw
8355	          	208008	21 53 36.0	-10 18 42	6.59	  B9V
8356	 16    Peg	208057	21 53 03.8	+25 55 30	5.08	  B3Ve
8357	          	208095	21 52 01.0	+55 47 49	5.71	  B6IV-V
8358	          	208108	21 53 37.4	+19 40 06	5.68	  A0V s
8359	          	208110	21 53 57.8	+06 51 52	6.15	  G0III s
8360	          	208111	21 54 10.4	-04 16 34	5.71	  K2III
8361	          	208132	21 51 37.3	+65 45 10	6.37	  A1m
8362	   Pi  Ind	208149	21 56 14.0	-57 53 58	6.19	  Am
8363	          	208177	21 54 35.9	-03 18 04	6.2	  F5IV
8364	          	208202	21 54 17.4	+19 43 06	6.39	  K0III+F7V
8365	          	208285	21 55 55.6	-30 36 23	6.41	  G8III
8366	          	208321	21 56 22.8	-37 15 13	5.46	  A2Vn
8367	          	208435	21 57 02.2	-37 44 49	6.18	  F1III-IV
8368	   Del Ind	208450	21 57 55.1	-54 59 33	4.4	  F0IV
8369	   Kap1Ind	208496	21 58 30.1	-59 00 44	6.12	  F3V
8370	          	208500	22 01 52.1	-77 39 45	6.41	  A5IV-V
8371	 13    Cep	208501	21 54 53.2	+56 36 41	5.8	  B8Ib
8372	          	208527	21 56 24.0	+21 14 23	6.4	  K5V
8373	 17    Peg	208565	21 56 56.4	+12 04 35	5.54	  A2Vnn
8374	          	208606	21 55 20.7	+61 32 31	6.13	  G8Ib
8375	          	208682	21 55 31.1	+65 19 15	5.86	  B2.5Ve
8376	          	208703	21 58 13.3	-05 25 29	6.33	  F5IV
8377	          	208727	21 57 02.2	+48 40 07	6.42	  B8V
8378	          	208735	21 58 43.8	-21 10 58	6.12	  M4III
8379	          	208737	21 59 17.9	-38 23 43	5.5	  K0III
8380	          	208741	22 03 03.8	-76 07 07	5.95	  F3III
8381	          	208796	22 00 24.1	-55 52 58	6.01	  B9IV-V
8382	          	208801	21 58 55.0	-04 22 23	6.22	  K2V
8383	          	208816	21 56 39.1	+63 37 32	4.91	  M2Iaep+B8Ve
8384	          	208947	21 57 11.1	+66 09 22	6.43	  B2V
8385	 18    Peg	209008	22 00 07.9	+06 43 03	6	  B3III
8386	 12Eta PsA	209014	22 00 50.2	-28 27 13	5.42	  B8V
8387	   Eps Ind	209100	22 03 21.6	-56 47 10	4.69	  K4-5V
8388	          	209112	21 58 53.4	+62 41 54	5.93	  M3IIIab
8389	          	209124	21 59 23.0	+57 39 30	6.59	  A0III-IV
8390	 28    Aqr	209128	22 01 05.0	+00 36 18	5.58	 gK4
8391	          	209149	22 00 26.8	+33 00 22	6.46	  F5III
8392	 20    Peg	209166	22 01 05.4	+13 07 11	5.6	  F4III
8393	 19    Peg	209167	22 01 09.2	+08 15 26	5.65	 gK5
8394	          	209240	22 02 11.9	-17 54 13	6.28	 gG7
8395	          	209258	21 57 51.0	+74 59 48	6.35	  K5
8396	 29    Aqr	209278	22 02 26.6	-16 57 51	6.37	  A2V+K0III
8397	          	209288	22 02 01.4	+10 58 26	6.37	  B5IIIn
8398	          	209335	22 03 17.2	-29 54 15	7.1	  F0IIIn
8399	          	209339	22 00 39.3	+62 29 17	6.66	  B0IV
8400	 16    Cep	209369	21 59 15.0	+73 10 48	5.03	  F5V
8401	 30    Aqr	209396	22 03 16.4	-06 31 21	5.54	  K0III
8402	 31Omi Aqr	209409	22 03 18.9	-02 09 19	4.69	  B7IVe
8403	          	209419	22 01 50.6	+52 52 56	5.78	  B5III
8404	 21    Peg	209459	22 03 19.0	+11 23 11	5.8	  B9.5V
8405	 13    PsA	209476	22 04 23.9	-29 55 00	6.47	  K5III
8406	 14    Cep	209481	22 02 04.6	+58 00 02	5.56	  O9Vn
8407	          	209515	22 02 56.7	+44 39 00	5.6	  A0IV
8408	          	209522	22 04 36.8	-26 49 21	5.96	  B4IVne
8409	   Kap2Ind	209529	22 05 50.9	-59 38 10	5.62	  K4III
8410	 32    Aqr	209625	22 04 47.4	-00 54 24	5.3	  A5m
8411	   Lam Gru	209688	22 06 06.9	-39 32 36	4.46	  K3III
8412	          	209693	22 04 34.4	+32 56 31	6.38	  G5Ia
8413	 22Nu  Peg	209747	22 05 40.8	+05 03 31	4.84	  K4III
8414	 34Alp Aqr	209750	22 05 47.0	-00 19 11	2.96	  G2Ib
8415	          	209761	22 05 11.4	+26 40 26	5.78	  K2III
8416	 18    Cep	209772	22 03 52.9	+63 07 11	5.29	  M5IIIab
8417	 17Xi  Cep	209790	22 03 47.4	+64 37 40	4.29	  A3/6Vm
8418	 33Iot Aqr	209819	22 06 26.2	-13 52 11	4.27	  B9IV-V
8419	 23    Peg	209833	22 05 34.7	+28 57 50	5.7	  B9Vn
8420	          	209855	22 10 42.5	-75 52 50	6.55	  K2IIICNII
8421	          	209857	22 05 16.4	+46 44 41	6.13	  M4IIIab
8422	          	209932	22 05 50.6	+45 06 44	6.44	  A0V
8423	          	209942	21 58 12.7	+82 52 11	6.98	  F6IV-V
8424	          	209945	22 06 02.0	+45 00 52	5.14	  K5III
8425	   Alp Gru	209952	22 08 14.0	-46 57 40	1.74	  B7IV
8426	 20    Cep	209960	22 05 00.5	+62 47 08	5.27	  K4III
8427	          	209961	22 05 51.2	+48 13 54	6.27	  B2V
8428	 19    Cep	209975	22 05 08.9	+62 16 48	5.11	  O9.5Ib
8429	          	209993	22 06 12.4	+45 14 55	6.19	  A3V
8430	 24Iot Peg	210027	22 07 00.7	+25 20 42	3.76	  F5V
8431	 14Mu  PsA	210049	22 08 23.0	-32 59 19	4.5	  A2V
8432	          	210056	22 11 55.3	-76 06 58	6.15	  K0III
8433	   Ups PsA	210066	22 08 26.0	-34 02 38	4.99	  M1III
8434	          	210071	22 06 13.5	+56 20 35	6.39	  A0III
8435	          	210074	22 07 28.6	+19 28 32	5.75	 dF2
8436	          	210090	22 07 30.0	+18 00 02	6.35	  M1
8437	          	210111	22 08 42.7	-33 07 32	6.37	  A2III/IV
8438	 25    Peg	210129	22 07 50.3	+21 42 10	5.78	  B7Vne
8439	 35    Aqr	210191	22 08 59.0	-18 31 11	5.81	  B2.5IV
8440	          	210204	22 09 58.0	-48 06 26	6.43	  K3III
8441	          	210210	22 08 17.2	+25 32 37	6.11	  F1IV
8442	          	210220	22 07 09.6	+58 50 27	6.32	  G6III
8443	          	210221	22 07 25.5	+53 18 26	6.14	  A3Ib
8444	          	210271	22 09 55.7	-34 00 53	5.37	  A5V
8445	          	210289	22 08 16.5	+49 47 47	6.42	  K5III
8446	          	210300	22 10 00.1	-28 17 33	6.44	  A5V
8447	 15Tau PsA	210302	22 10 08.8	-32 32 54	4.92	  F6V
8448	          	210334	22 08 41.0	+45 44 31	6.11	  G2IV+K0III
8449	 27Pi 1Peg	210354	22 09 13.6	+33 10 20	5.58	  G8IIIb
8450	 26The Peg	210418	22 10 12.0	+06 11 52	3.53	  A2Vp
8451	          	210419	22 10 21.1	-03 53 39	6.27	  A1Vnn
8452	 38    Aqr	210424	22 10 37.5	-11 33 54	5.46	  B7III
8453	          	210434	22 10 33.8	-04 16 02	6.01	  K0III-IV
8454	 29Pi 2Peg	210459	22 09 59.2	+33 10 42	4.29	  F5III
8455	          	210460	22 10 19.0	+19 37 01	6.18	  G0V
8456	          	210461	22 10 22.2	+14 37 48	6.33	  K0III
8457	          	210464	22 11 02.4	-21 13 57	6.09	  F6V
8458	          	210502	22 10 37.4	+11 37 28	5.78	  M1III
8459	 28    Peg	210516	22 10 30.2	+20 58 41	6.46	  A3III
8460	          	210594	22 10 51.6	+30 33 11	6.32	  A8IV
8461	          	210702	22 11 51.3	+16 02 26	5.95	  K1III
8462	 39    Aqr	210705	22 12 25.8	-14 11 38	6.03	  F2V
8463	          	210715	22 11 09.9	+50 49 24	5.4	  A5V
8464	          	210739	22 12 57.5	-26 19 40	6.17	  A3V
8465	 21Zet Cep	210745	22 10 51.3	+58 12 04	3.35	  K1.5Ib
8466	          	210762	22 12 08.0	+24 57 00	5.92	  K0
8467	          	210763	22 12 43.8	-04 43 15	6.39	  F7V
8468	 24    Cep	210807	22 09 48.4	+72 20 28	4.79	  G7II-III
8469	 22Lam Cep	210839	22 11 30.7	+59 24 52	5.04	  O6I(n)fp
8470	          	210848	22 13 44.4	-25 10 51	5.58	  F6III-II
8471	   Psi Oct	210853	22 17 50.5	-77 30 42	5.51	  F3III
8472	          	210855	22 11 48.8	+56 50 22	5.24	  F8V
8473	          	210873	22 10 15.3	+72 06 40	6.37	  B9pHgMn:
8474	          	210884	22 10 38.9	+70 07 58	5.5	  F2V
8475	          	210889	22 12 47.8	+34 36 17	5.33	  K2-III-IIIb
8476	          	210905	22 11 56.9	+59 05 05	6.3	  K0III
8477	          	210918	22 14 38.6	-41 22 54	6.23	  G5V
8478	 16Lam PsA	210934	22 14 18.8	-27 46 01	5.43	  B8III
8479	          	210939	22 12 01.9	+60 45 34	5.35	  K1III
8480	 41    Aqr	210960	22 14 18.0	-21 04 27	5.32	  K0III+F2V
8481	   Eps Oct	210967	22 20 01.5	-80 26 23	5.1	  M5III
8482	          	211006	22 13 38.6	+28 36 30	5.89	  K2III
8483	          	211029	22 12 22.3	+63 17 29	5.79	  M3IIIab
8484	          	211053	22 15 35.1	-44 27 07	6.1	  G8-K0III
8485	          	211073	22 13 52.7	+39 42 54	4.49	  K3III
8486	   Mu 1Gru	211088	22 15 36.9	-41 20 48	4.79	  G8III+G
8487	          	211096	22 13 49.3	+45 26 27	5.53	  A0III
8488	   Mu 2Gru	211202	22 16 26.6	-41 37 39	5.1	  G8III
8489	          	211211	22 14 44.4	+42 57 14	5.71	  A2Vnn
8490	          	211242	22 13 49.5	+63 09 45	6.11	  B8Vn
8491	          	211287	22 15 59.8	+08 32 58	6.21	  A1Vn
8492	          	211291	22 16 37.4	-25 53 54	6.15	  K1II/III
8493	          	211300	22 12 52.9	+73 18 26	6.08	  K0II-III+A3V
8494	 23Eps Cep	211336	22 15 02.0	+57 02 37	4.19	  F0IV
8495	          	211356	22 16 33.6	-01 35 47	6.15	  A5Vn
8496	 42    Aqr	211361	22 16 48.1	-12 49 53	5.34	 gK0
8497	          	211364	22 16 59.8	-23 08 24	6.17	  G5
8498	  1    Lac	211388	22 15 58.2	+37 44 56	4.13	  K3-II-III
8499	 43The Aqr	211391	22 16 50.0	-07 47 00	4.16	  G8III-IV
